UserID,total_courses,total_spending,avg_spending,diversity_score,preferred_category,preferred_level,avg_course_rating,user_age,user_gender,Cluster,Segment
U00753,2,0.0,0.0,2,8,1,3.495,28,1,0,Casual Learners
U00754,1,490.9,490.9,1,0,1,4.55,33,1,3,Premium Specialists
U00755,1,0.0,0.0,1,2,2,1.91,31,1,0,Casual Learners
U00756,1,0.0,0.0,1,6,2,4.1,33,0,2,Budget Learners
U00757,1,53.86,53.86,1,6,1,2.47,22,0,2,Budget Learners
U00758,1,0.0,0.0,1,1,0,2.0,16,1,0,Casual Learners
U00759,1,0.78,0.78,1,7,0,3.89,22,1,0,Casual Learners
U00760,13,1583.69,121.8223076923077,9,9,1,3.2353846153846155,21,0,1,Explorer Learners
U00761,1,0.0,0.0,1,5,1,4.44,31,1,0,Casual Learners
U00762,1,346.71,346.71,1,10,0,1.23,22,0,3,Premium Specialists
U00763,1,0.0,0.0,1,3,2,3.02,16,1,0,Casual Learners
U00764,2,0.0,0.0,1,8,0,2.495,18,1,0,Casual Learners
U00765,11,1188.0,108.0,7,3,2,2.641818181818182,31,0,1,Explorer Learners
U00766,3,0.0,0.0,2,8,2,4.333333333333333,31,0,2,Budget Learners
U00767,14,1529.52,109.25142857142858,10,9,0,3.0335714285714284,16,0,1,Explorer Learners
U00768,2,0.0,0.0,2,4,0,3.59,19,1,0,Casual Learners
U00769,1,0.0,0.0,1,4,0,4.45,16,0,2,Budget Learners
U00770,1,0.0,0.0,1,7,2,4.73,29,1,0,Casual Learners
U00771,1,285.05,285.05,1,1,1,1.96,18,1,3,Premium Specialists
U00772,13,342.61,26.354615384615386,9,2,2,3.547692307692308,24,0,1,Explorer Learners
U00773,1,119.04,119.04,1,6,2,2.75,25,0,2,Budget Learners
U00774,1,0.0,0.0,1,2,0,2.38,27,1,0,Casual Learners
U00775,14,1391.4,99.38571428571429,8,9,1,3.281428571428571,29,0,1,Explorer Learners
U00776,1,490.9,490.9,1,0,1,4.55,26,0,3,Premium Specialists
U00777,4,999.88,249.97,4,1,0,3.6675,29,1,3,Premium Specialists
U00778,2,0.0,0.0,2,7,0,2.355,33,1,0,Casual Learners
U00779,1,0.0,0.0,1,2,0,2.38,24,0,2,Budget Learners
U00780,1,0.0,0.0,1,9,2,2.43,32,0,2,Budget Learners
U00781,1,0.0,0.0,1,3,2,3.6,18,0,2,Budget Learners
U00782,1,0.0,0.0,1,4,0,2.61,25,1,0,Casual Learners
U00783,2,57.32,28.66,2,3,0,3.88,35,0,2,Budget Learners
U00784,2,299.57,149.785,2,3,1,4.21,22,0,2,Budget Learners
U00785,1,0.0,0.0,1,5,2,4.66,17,0,2,Budget Learners
U00786,13,1193.7,91.82307692307693,8,6,0,3.2807692307692307,32,0,1,Explorer Learners
U00787,9,510.16999999999996,56.68555555555555,6,9,1,3.12,29,0,2,Budget Learners
U00788,2,0.0,0.0,2,5,1,1.935,24,1,0,Casual Learners
U00789,2,37.89,18.945,2,3,0,2.475,17,0,2,Budget Learners
U00790,2,347.48999999999995,173.74499999999998,2,7,0,2.56,16,0,2,Budget Learners
U00791,2,89.59,44.795,2,0,2,3.305,34,0,2,Budget Learners
U00792,1,346.71,346.71,1,10,0,1.23,20,1,3,Premium Specialists
U00793,4,212.39,53.0975,3,5,0,3.45,19,1,0,Casual Learners
U00794,2,0.0,0.0,2,0,0,2.58,23,0,2,Budget Learners
U00795,3,285.05,95.01666666666667,3,1,1,2.9466666666666668,34,0,2,Budget Learners
U00796,2,212.39,106.195,2,5,0,2.215,22,0,2,Budget Learners
U00797,3,0.0,0.0,3,4,2,3.4499999999999997,20,1,0,Casual Learners
U00798,1,0.0,0.0,1,4,0,1.52,19,0,2,Budget Learners
U00799,2,0.0,0.0,2,3,1,2.925,26,0,2,Budget Learners
U00800,2,415.51,207.755,2,0,2,3.92,29,0,3,Premium Specialists
U00801,2,415.51,207.755,2,0,2,3.92,32,0,3,Premium Specialists
U00802,2,119.04,59.52,2,1,0,2.95,31,1,0,Casual Learners
U00803,3,276.37,92.12333333333333,3,1,0,2.9633333333333334,26,1,0,Casual Learners
U00804,2,89.59,44.795,2,0,1,1.98,24,0,2,Budget Learners
U00805,1,0.0,0.0,1,8,2,4.11,18,0,2,Budget Learners
U00806,1,0.0,0.0,1,3,1,3.65,27,1,0,Casual Learners
U00807,1,342.61,342.61,1,10,2,4.84,35,0,3,Premium Specialists
U00808,1,0.0,0.0,1,0,1,3.64,27,0,2,Budget Learners
U00809,1,490.9,490.9,1,0,1,4.55,24,1,3,Premium Specialists
U00810,1,276.37,276.37,1,4,0,2.72,28,1,3,Premium Specialists
U00811,3,487.92,162.64000000000001,2,11,1,3.0533333333333332,25,0,2,Budget Learners
U00812,3,285.05,95.01666666666667,2,4,1,3.64,24,0,2,Budget Learners
U00813,4,0.0,0.0,4,1,2,3.815,33,1,0,Casual Learners
U00814,1,0.0,0.0,1,8,0,2.01,21,0,2,Budget Learners
U00815,2,415.51,207.755,2,0,2,3.92,17,1,3,Premium Specialists
U00816,3,89.59,29.863333333333333,3,0,2,2.106666666666667,34,1,0,Casual Learners
U00817,1,0.0,0.0,1,11,1,3.32,35,0,2,Budget Learners
U00818,1,0.0,0.0,1,8,0,4.79,20,0,2,Budget Learners
U00819,14,1143.41,81.67214285714286,9,2,0,3.027857142857143,28,0,1,Explorer Learners
U00820,3,487.92,162.64000000000001,3,1,0,3.126666666666667,31,0,2,Budget Learners
U00821,13,1597.3,122.86923076923077,11,0,1,2.9061538461538463,23,1,1,Explorer Learners
U00822,1,0.0,0.0,1,9,2,2.43,35,0,2,Budget Learners
U00823,1,212.39,212.39,1,5,0,3.15,22,1,0,Casual Learners
U00824,1,0.0,0.0,1,6,2,4.1,27,1,0,Casual Learners
U00825,3,487.92,162.64000000000001,3,1,0,3.703333333333333,26,1,0,Casual Learners
U00826,1,53.86,53.86,1,6,1,2.47,16,1,0,Casual Learners
U00827,2,0.0,0.0,2,6,2,4.41,26,0,2,Budget Learners
U00828,3,592.85,197.61666666666667,3,0,2,3.9066666666666663,25,1,3,Premium Specialists
U00829,16,1338.31,83.644375,8,2,1,3.054375,22,1,1,Explorer Learners
U00830,1,326.02,326.02,1,1,2,2.69,26,0,3,Premium Specialists
U00831,2,0.0,0.0,2,4,0,3.16,18,1,0,Casual Learners
U00832,1,0.0,0.0,1,9,1,3.85,20,0,2,Budget Learners
U00833,3,0.0,0.0,3,7,0,2.0066666666666664,32,0,2,Budget Learners
U00834,1,0.0,0.0,1,11,1,2.2,30,1,0,Casual Learners
U00835,1,0.0,0.0,1,3,2,3.02,33,0,2,Budget Learners
U00836,15,931.7,62.11333333333334,9,5,1,2.886,29,0,1,Explorer Learners
U00837,4,285.05,71.2625,3,9,1,2.5175,28,1,0,Casual Learners
U00838,12,1027.19,85.59916666666668,8,3,0,2.8408333333333338,25,0,1,Explorer Learners
U00839,1,0.0,0.0,1,2,1,4.94,33,1,0,Casual Learners
U00840,3,394.26,131.42,3,2,2,2.4533333333333336,18,1,0,Casual Learners
U00841,1,0.0,0.0,1,2,2,1.91,29,0,2,Budget Learners
U00842,2,89.59,44.795,2,0,1,2.7800000000000002,21,0,2,Budget Learners
U00843,1,276.37,276.37,1,4,0,2.72,21,1,3,Premium Specialists
U00844,1,0.0,0.0,1,8,2,4.72,26,1,0,Casual Learners
U00845,1,53.86,53.86,1,6,1,2.47,25,0,2,Budget Learners
U00846,1,57.32,57.32,1,11,0,4.74,16,1,0,Casual Learners
U00847,1,0.0,0.0,1,5,2,4.66,23,1,0,Casual Learners
U00848,4,415.51,103.8775,3,0,2,3.7825,28,1,0,Casual Learners
U00849,2,248.1,124.05,1,0,1,2.42,20,1,0,Casual Learners
U00850,15,897.95,59.86333333333334,9,10,0,3.0846666666666662,26,1,1,Explorer Learners
U00851,1,0.0,0.0,1,7,2,4.73,21,1,0,Casual Learners
U00852,13,1579.1399999999999,121.47230769230768,8,0,2,3.4723076923076923,23,1,1,Explorer Learners
U00853,2,0.0,0.0,2,7,2,2.92,24,1,0,Casual Learners
U00854,2,299.57,149.785,2,3,0,3.3600000000000003,28,1,0,Casual Learners
U00855,1,0.0,0.0,1,9,1,1.28,15,0,2,Budget Learners
U00856,1,0.0,0.0,1,5,1,2.14,21,0,2,Budget Learners
U00857,1,0.0,0.0,1,11,1,3.32,15,1,0,Casual Learners
U00858,15,396.47,26.431333333333335,8,7,1,3.258666666666667,20,1,1,Explorer Learners
U00859,1,0.0,0.0,1,3,2,3.02,22,1,0,Casual Learners
U00860,1,490.9,490.9,1,0,1,4.55,23,0,3,Premium Specialists
U00861,1,0.0,0.0,1,7,2,1.73,22,0,2,Budget Learners
U00862,1,487.92,487.92,1,1,0,3.64,18,0,3,Premium Specialists
U00863,1,0.0,0.0,1,9,1,2.88,23,0,2,Budget Learners
U00864,1,0.0,0.0,1,1,0,2.0,22,0,2,Budget Learners
U00865,1,285.05,285.05,1,1,1,1.96,27,1,3,Premium Specialists
U00866,1,0.0,0.0,1,7,2,4.73,30,1,0,Casual Learners
U00867,1,0.0,0.0,1,4,0,2.61,30,1,0,Casual Learners
U00868,1,0.0,0.0,1,5,1,2.14,16,0,2,Budget Learners
U00869,1,0.0,0.0,1,8,0,2.01,19,1,0,Casual Learners
U00870,15,966.14,64.40933333333334,10,8,0,3.4386666666666668,22,1,1,Explorer Learners
U00871,2,0.0,0.0,2,2,0,2.0549999999999997,26,1,0,Casual Learners
U00872,1,0.0,0.0,1,11,1,3.32,27,1,0,Casual Learners
U00873,1,0.0,0.0,1,4,0,4.45,28,1,0,Casual Learners
U00874,12,2175.74,181.31166666666664,10,1,0,3.276666666666667,25,1,1,Explorer Learners
U00875,1,57.32,57.32,1,11,0,4.74,23,1,0,Casual Learners
U00876,14,2352.5,168.03571428571428,11,0,2,3.662857142857143,27,1,1,Explorer Learners
U00877,1,490.9,490.9,1,0,1,4.55,35,1,3,Premium Specialists
U00878,1,177.34,177.34,1,5,0,3.89,31,1,0,Casual Learners
U00879,3,389.15999999999997,129.72,3,0,2,3.5100000000000002,18,0,2,Budget Learners
U00880,1,177.34,177.34,1,5,0,3.89,15,1,0,Casual Learners
U00881,16,2703.36,168.96,10,0,2,3.0825,34,0,1,Explorer Learners
U00882,1,0.0,0.0,1,5,1,2.14,34,0,2,Budget Learners
U00883,3,472.28,157.42666666666665,3,4,1,3.83,27,0,2,Budget Learners
U00884,1,487.92,487.92,1,1,0,3.64,19,1,3,Premium Specialists
U00885,1,117.68,117.68,1,3,0,2.57,28,0,2,Budget Learners
U00886,2,0.0,0.0,2,7,1,1.505,22,0,2,Budget Learners
U00887,1,0.0,0.0,1,5,1,2.14,17,1,0,Casual Learners
U00888,4,491.67999999999995,122.91999999999999,3,7,0,3.525,15,1,0,Casual Learners
U00889,1,0.0,0.0,1,3,2,3.02,31,0,2,Budget Learners
U00890,2,299.57,149.785,2,3,1,2.5100000000000002,31,0,2,Budget Learners
U00891,2,0.0,0.0,2,3,0,4.195,28,0,2,Budget Learners
U00892,4,0.0,0.0,4,2,2,4.0375,35,1,0,Casual Learners
U00893,12,1271.25,105.9375,9,1,0,2.859166666666667,15,1,1,Explorer Learners
U00894,3,511.94,170.64666666666668,3,2,2,2.86,28,0,3,Premium Specialists
U00895,4,548.22,137.055,3,8,0,4.0225,15,1,0,Casual Learners
U00896,4,118.46000000000001,29.615000000000002,4,2,0,3.3525,29,0,2,Budget Learners
U00897,1,177.34,177.34,1,5,0,3.89,20,1,0,Casual Learners
U00898,12,663.22,55.26833333333334,8,7,1,2.9808333333333334,24,0,1,Explorer Learners
U00899,1,0.0,0.0,1,8,0,2.01,19,1,0,Casual Learners
U00900,2,119.04,59.52,2,2,2,3.34,26,0,2,Budget Learners
U00901,1,0.0,0.0,1,2,2,3.93,23,0,2,Budget Learners
U00902,2,248.1,124.05,2,0,1,1.7000000000000002,29,1,0,Casual Learners
U00903,13,1238.72,95.28615384615385,9,1,0,2.9415384615384617,29,0,1,Explorer Learners
U00904,1,0.0,0.0,1,5,1,2.14,16,0,2,Budget Learners
U00905,1,0.0,0.0,1,4,0,4.45,15,1,0,Casual Learners
U00906,1,299.57,299.57,1,3,1,3.74,34,0,3,Premium Specialists
U00907,12,2048.18,170.68166666666664,8,1,1,3.2266666666666666,23,0,1,Explorer Learners
U00908,1,0.0,0.0,1,2,2,3.93,16,0,2,Budget Learners
U00909,1,0.0,0.0,1,9,1,2.88,35,0,2,Budget Learners
U00910,3,367.14,122.38,3,0,1,2.0500000000000003,20,0,2,Budget Learners
U00911,10,996.65,99.66499999999999,7,1,1,3.318,15,0,1,Explorer Learners
U00912,1,0.0,0.0,1,2,2,1.91,28,1,0,Casual Learners
U00913,1,57.32,57.32,1,11,0,4.74,35,0,2,Budget Learners
U00914,1,0.0,0.0,1,8,2,4.11,22,1,0,Casual Learners
U00915,13,1343.61,103.35461538461537,8,0,1,3.1823076923076923,24,0,1,Explorer Learners
U00916,1,0.0,0.0,1,3,2,3.02,20,1,0,Casual Learners
U00917,15,1319.9099999999999,87.99399999999999,11,1,0,3.098,28,0,1,Explorer Learners
U00918,1,299.57,299.57,1,3,1,3.74,35,1,3,Premium Specialists
U00919,14,1415.33,101.095,8,1,0,2.8007142857142857,28,1,1,Explorer Learners
U00920,1,0.0,0.0,1,6,2,4.1,18,0,2,Budget Learners
U00921,1,487.92,487.92,1,1,0,3.64,26,1,3,Premium Specialists
U00922,2,0.0,0.0,2,4,0,1.4,31,0,2,Budget Learners
U00923,3,511.94,170.64666666666668,3,2,0,1.6833333333333333,29,0,3,Premium Specialists
U00924,1,0.0,0.0,1,2,0,2.38,34,1,0,Casual Learners
U00925,2,490.9,245.45,2,0,1,4.605,31,1,3,Premium Specialists
U00926,2,342.61,171.305,2,6,1,4.49,32,1,0,Casual Learners
U00927,2,0.0,0.0,2,1,0,3.065,26,1,0,Casual Learners
U00928,12,1050.48,87.54,9,3,0,2.85,33,0,1,Explorer Learners
U00929,4,444.48,111.12,3,3,0,3.1875,25,0,2,Budget Learners
U00930,3,534.55,178.1833333333333,3,0,2,3.3233333333333337,34,1,3,Premium Specialists
U00931,1,117.68,117.68,1,3,0,2.57,31,1,0,Casual Learners
U00932,1,57.32,57.32,1,11,0,4.74,21,1,0,Casual Learners
U00933,1,0.0,0.0,1,9,1,2.88,27,0,2,Budget Learners
U00934,1,0.0,0.0,1,10,1,4.68,15,0,2,Budget Learners
U00935,1,0.0,0.0,1,3,1,3.65,16,0,2,Budget Learners
U00936,1,0.0,0.0,1,5,1,4.44,30,0,2,Budget Learners
U00937,1,0.0,0.0,1,7,0,1.81,35,1,0,Casual Learners
U00938,1,0.0,0.0,1,4,1,4.51,30,1,0,Casual Learners
U00939,1,0.0,0.0,1,3,2,3.6,18,1,0,Casual Learners
U00940,1,0.0,0.0,1,2,2,1.91,15,0,2,Budget Learners
U00941,2,285.05,142.525,2,1,1,1.935,20,0,2,Budget Learners
U00942,1,0.0,0.0,1,6,1,4.14,21,1,0,Casual Learners
U00943,2,0.0,0.0,2,2,0,2.195,21,0,2,Budget Learners
U00944,1,117.68,117.68,1,3,0,2.57,28,0,2,Budget Learners
U00945,1,0.0,0.0,1,10,1,4.68,27,0,2,Budget Learners
U00946,1,0.0,0.0,1,8,2,4.72,20,0,2,Budget Learners
U00947,1,0.0,0.0,1,5,1,2.14,31,0,2,Budget Learners
U00948,3,0.0,0.0,3,6,2,4.223333333333333,34,1,0,Casual Learners
U00949,4,0.0,0.0,3,7,1,3.165,16,1,0,Casual Learners
U00950,1,0.0,0.0,1,5,2,4.66,33,0,2,Budget Learners
U00951,2,342.61,171.305,2,5,2,4.75,15,1,0,Casual Learners
U00952,2,0.0,0.0,2,1,0,3.5,22,0,2,Budget Learners
U00953,3,89.59,29.863333333333333,3,0,2,2.646666666666667,31,1,0,Casual Learners
U00954,2,0.0,0.0,2,1,0,3.36,21,0,2,Budget Learners
U00955,3,0.0,0.0,2,6,0,3.3800000000000003,35,0,2,Budget Learners
U00956,1,327.99,327.99,1,10,1,1.51,21,0,3,Premium Specialists
U00957,3,212.39,70.79666666666667,2,11,0,2.6733333333333333,22,1,0,Casual Learners
U00958,2,0.0,0.0,1,5,1,4.550000000000001,28,0,2,Budget Learners
U00959,13,1444.05,111.08076923076922,9,7,0,3.110769230769231,22,1,1,Explorer Learners
U00960,1,0.0,0.0,1,4,0,2.61,17,1,0,Casual Learners
U00961,14,1242.93,88.7807142857143,9,0,1,3.251428571428572,31,1,1,Explorer Learners
U00962,1,0.0,0.0,1,1,0,3.15,20,1,0,Casual Learners
U00963,2,0.0,0.0,2,2,0,2.9699999999999998,20,0,2,Budget Learners
U00964,1,0.0,0.0,1,8,0,2.98,16,0,2,Budget Learners
U00965,1,0.0,0.0,1,5,1,2.14,34,0,2,Budget Learners
U00966,1,0.0,0.0,1,9,2,2.43,23,0,2,Budget Learners
U00967,14,816.75,58.339285714285715,8,10,1,3.092142857142857,15,1,1,Explorer Learners
U00968,2,0.0,0.0,2,7,1,2.525,21,1,0,Casual Learners
U00969,1,248.1,248.1,1,0,1,1.2,29,1,3,Premium Specialists
U00970,1,285.05,285.05,1,1,1,1.96,18,1,3,Premium Specialists
U00971,3,490.9,163.63333333333333,3,0,0,4.12,19,0,2,Budget Learners
U00972,4,591.3199999999999,147.82999999999998,4,0,1,3.6125,27,0,2,Budget Learners
U00973,1,57.32,57.32,1,11,0,4.74,22,1,0,Casual Learners
U00974,1,0.0,0.0,1,5,2,4.66,31,1,0,Casual Learners
U00975,1,0.0,0.0,1,11,1,3.32,35,0,2,Budget Learners
U00976,12,1462.63,121.88583333333334,9,1,0,3.1658333333333335,30,1,1,Explorer Learners
U00977,1,0.0,0.0,1,8,0,2.98,33,0,2,Budget Learners
U00978,1,0.0,0.0,1,4,1,4.51,18,1,0,Casual Learners
U00979,3,0.0,0.0,3,2,1,4.1433333333333335,16,0,2,Budget Learners
U00980,1,0.0,0.0,1,6,0,1.59,17,1,0,Casual Learners
U00981,13,1437.21,110.55461538461539,9,0,0,2.746923076923077,34,1,1,Explorer Learners
U00982,1,346.71,346.71,1,10,0,1.23,27,0,3,Premium Specialists
U00983,1,0.0,0.0,1,1,0,2.0,26,0,2,Budget Learners
U00984,1,415.51,415.51,1,0,2,3.11,27,1,3,Premium Specialists
U00985,1,0.0,0.0,1,7,0,1.81,21,1,0,Casual Learners
U00986,2,0.0,0.0,1,2,0,3.66,25,1,0,Casual Learners
U00987,1,0.0,0.0,1,5,1,4.44,27,0,2,Budget Learners
U00988,1,0.0,0.0,1,2,0,2.38,21,0,2,Budget Learners
U00989,12,993.62,82.80166666666666,9,1,0,2.6199999999999997,26,1,1,Explorer Learners
U00990,1,0.0,0.0,1,6,2,4.1,20,1,0,Casual Learners
U00991,1,89.59,89.59,1,0,2,2.68,30,1,0,Casual Learners
U00992,4,952.31,238.0775,4,1,0,2.8225,22,0,3,Premium Specialists
U00993,1,326.02,326.02,1,1,2,2.69,17,1,3,Premium Specialists
U00994,1,0.0,0.0,1,7,2,4.73,29,0,2,Budget Learners
U00995,2,0.0,0.0,2,2,0,2.29,27,0,2,Budget Learners
U00996,1,0.0,0.0,1,5,2,4.66,24,1,0,Casual Learners
U00997,15,460.49,30.699333333333335,8,4,0,3.1686666666666667,34,0,1,Explorer Learners
U00998,2,327.99,163.995,2,3,1,2.555,18,1,0,Casual Learners
U00999,1,0.0,0.0,1,4,1,4.51,33,0,2,Budget Learners
U01000,12,1151.4199999999998,95.95166666666665,7,7,0,3.4483333333333337,16,0,1,Explorer Learners
U01001,1,0.0,0.0,1,10,2,3.45,18,1,0,Casual Learners
U01002,1,0.0,0.0,1,1,0,3.15,19,1,0,Casual Learners
U01003,1,0.0,0.0,1,1,0,2.0,35,1,0,Casual Learners
U01004,1,415.51,415.51,1,0,2,3.11,16,0,3,Premium Specialists
U01005,1,119.04,119.04,1,6,2,2.75,19,1,0,Casual Learners
U01006,2,37.89,18.945,2,9,0,1.8650000000000002,19,1,0,Casual Learners
U01007,1,0.0,0.0,1,6,2,4.1,30,1,0,Casual Learners
U01008,2,0.0,0.0,2,3,1,3.24,18,1,0,Casual Learners
U01009,1,0.78,0.78,1,7,0,3.89,15,0,2,Budget Learners
U01010,1,0.0,0.0,1,4,0,2.61,35,0,2,Budget Learners
U01011,1,248.1,248.1,1,0,1,1.2,18,1,3,Premium Specialists
U01012,1,327.99,327.99,1,10,1,1.51,35,0,3,Premium Specialists
U01013,3,299.57,99.85666666666667,3,1,0,2.8033333333333332,22,1,0,Casual Learners
U01014,3,0.0,0.0,3,0,0,3.366666666666667,17,1,0,Casual Learners
U01015,15,1192.84,79.52266666666667,9,3,2,3.234,29,1,1,Explorer Learners
U01016,2,57.32,28.66,2,6,0,3.165,27,0,2,Budget Learners
U01017,2,611.0699999999999,305.53499999999997,1,1,1,2.325,21,0,3,Premium Specialists
U01018,1,0.0,0.0,1,6,1,4.14,23,0,2,Budget Learners
U01019,1,0.0,0.0,1,6,1,4.14,27,1,0,Casual Learners
U01020,12,1169.1499999999999,97.42916666666666,9,0,2,2.72,28,1,1,Explorer Learners
U01021,2,0.0,0.0,2,4,1,3.355,29,0,2,Budget Learners
U01022,13,869.3,66.86923076923077,10,11,2,3.6884615384615387,17,1,1,Explorer Learners
U01023,2,0.0,0.0,2,2,1,4.22,18,1,0,Casual Learners
U01024,3,487.92,162.64000000000001,2,5,0,4.246666666666667,17,0,2,Budget Learners
U01025,1,490.9,490.9,1,0,1,4.55,34,1,3,Premium Specialists
U01026,1,0.0,0.0,1,6,1,4.14,33,0,2,Budget Learners
U01027,2,0.0,0.0,2,9,1,2.3,32,1,0,Casual Learners
U01028,2,327.99,163.995,2,9,1,2.195,23,0,2,Budget Learners
U01029,1,119.04,119.04,1,6,2,2.75,15,1,0,Casual Learners
U01030,1,0.0,0.0,1,8,2,4.72,23,0,2,Budget Learners
U01031,13,1539.38,118.41384615384617,8,4,0,3.331538461538462,15,1,1,Explorer Learners
U01032,14,1389.57,99.255,10,8,0,3.386428571428571,16,1,1,Explorer Learners
U01033,13,1830.5,140.80769230769232,7,1,0,3.1692307692307695,30,1,1,Explorer Learners
U01034,12,149.07,12.4225,7,6,0,3.2566666666666664,18,0,1,Explorer Learners
U01035,3,772.97,257.6566666666667,2,1,0,2.47,33,1,3,Premium Specialists
U01036,1,0.0,0.0,1,6,0,1.59,35,1,0,Casual Learners
U01037,1,415.51,415.51,1,0,2,3.11,32,0,3,Premium Specialists
U01038,1,342.61,342.61,1,10,2,4.84,33,1,3,Premium Specialists
U01039,1,0.0,0.0,1,2,1,4.94,21,0,2,Budget Learners
U01040,1,285.05,285.05,1,1,1,1.96,21,0,3,Premium Specialists
U01041,1,0.0,0.0,1,11,0,2.67,23,0,2,Budget Learners
U01042,1,0.0,0.0,1,10,2,3.45,26,1,0,Casual Learners
U01043,4,57.32,14.33,3,11,0,2.515,19,0,2,Budget Learners
U01044,1,0.0,0.0,1,11,0,2.67,31,0,2,Budget Learners
U01045,2,0.0,0.0,2,3,1,3.24,32,0,2,Budget Learners
U01046,1,53.86,53.86,1,6,1,2.47,28,0,2,Budget Learners
U01047,1,0.0,0.0,1,4,1,4.51,29,0,2,Budget Learners
U01048,1,0.0,0.0,1,7,0,1.81,16,0,2,Budget Learners
U01049,2,0.0,0.0,1,3,1,3.335,34,1,0,Casual Learners
U01050,1,0.0,0.0,1,2,2,1.91,25,0,2,Budget Learners
U01051,2,0.0,0.0,2,4,0,3.23,18,0,2,Budget Learners
U01052,2,0.0,0.0,2,4,1,4.62,22,0,2,Budget Learners
U01053,1,0.0,0.0,1,3,2,3.02,26,0,2,Budget Learners
U01054,2,0.0,0.0,2,4,0,2.21,20,0,2,Budget Learners
U01055,1,0.0,0.0,1,7,2,4.73,22,0,2,Budget Learners
U01056,2,0.78,0.39,2,2,0,3.91,15,1,0,Casual Learners
U01057,1,0.0,0.0,1,6,2,4.1,33,1,0,Casual Learners
U01058,2,606.65,303.325,2,2,0,2.25,34,0,3,Premium Specialists
U01059,1,0.0,0.0,1,8,2,4.72,30,1,0,Casual Learners
U01060,1,119.04,119.04,1,6,2,2.75,34,0,2,Budget Learners
U01061,2,342.61,171.305,1,10,1,4.76,22,0,2,Budget Learners
U01062,1,0.0,0.0,1,4,0,4.45,22,0,2,Budget Learners
U01063,1,0.0,0.0,1,11,0,2.67,31,0,2,Budget Learners
U01064,2,487.92,243.96,2,1,0,4.16,26,0,3,Premium Specialists
U01065,4,327.99,81.9975,4,1,0,2.6574999999999998,15,1,0,Casual Learners
U01066,12,970.1700000000001,80.84750000000001,7,3,0,2.953333333333333,19,0,1,Explorer Learners
U01067,1,0.0,0.0,1,2,2,1.91,17,1,0,Casual Learners
U01068,2,0.0,0.0,2,2,1,4.2700000000000005,32,0,2,Budget Learners
U01069,1,0.0,0.0,1,2,1,4.94,35,1,0,Casual Learners
U01070,1,0.0,0.0,1,6,1,4.14,32,1,0,Casual Learners
U01071,2,497.44,248.72,2,1,0,2.5549999999999997,19,0,3,Premium Specialists
U01072,1,327.99,327.99,1,10,1,1.51,32,1,3,Premium Specialists
U01073,2,748.65,374.325,2,4,0,3.7300000000000004,23,1,3,Premium Specialists
U01074,1,0.0,0.0,1,6,0,1.59,26,0,2,Budget Learners
U01075,2,490.9,245.45,2,0,1,3.9349999999999996,17,1,3,Premium Specialists
U01076,1,0.0,0.0,1,4,0,4.45,20,1,0,Casual Learners
U01077,2,490.9,245.45,2,0,1,3.3449999999999998,24,0,3,Premium Specialists
U01078,2,0.0,0.0,2,4,0,2.795,27,1,0,Casual Learners
U01079,13,37.89,2.914615384615385,7,7,0,2.927692307692308,21,1,1,Explorer Learners
U01080,1,117.68,117.68,1,3,0,2.57,30,0,2,Budget Learners
U01081,1,326.02,326.02,1,1,2,2.69,26,0,3,Premium Specialists
U01082,1,0.0,0.0,1,6,2,4.1,25,1,0,Casual Learners
U01083,15,1779.54,118.636,11,3,0,3.182666666666667,29,1,1,Explorer Learners
U01084,13,2165.7799999999997,166.59846153846152,8,0,1,3.3153846153846156,24,1,1,Explorer Learners
U01085,2,119.04,59.52,2,6,2,2.59,26,0,2,Budget Learners
U01086,1,117.68,117.68,1,3,0,2.57,29,0,2,Budget Learners
U01087,1,299.57,299.57,1,3,1,3.74,19,1,3,Premium Specialists
U01088,2,451.58,225.79,2,2,0,3.045,21,1,3,Premium Specialists
U01089,1,0.0,0.0,1,5,1,2.14,17,0,2,Budget Learners
U01090,2,0.0,0.0,2,5,2,3.1950000000000003,25,0,2,Budget Learners
U01091,2,0.0,0.0,2,7,2,4.42,29,0,2,Budget Learners
U01092,15,2119.66,141.31066666666666,9,0,1,3.2646666666666664,34,0,1,Explorer Learners
U01093,1,0.0,0.0,1,9,1,3.85,23,0,2,Budget Learners
U01094,2,285.05,142.525,2,1,1,3.345,30,1,0,Casual Learners
U01095,1,0.0,0.0,1,4,1,4.51,21,0,2,Budget Learners
U01096,16,769.7199999999999,48.107499999999995,7,6,0,2.90875,18,1,1,Explorer Learners
U01097,1,0.0,0.0,1,11,0,2.67,29,0,2,Budget Learners
U01098,4,1181.75,295.4375,3,1,0,2.6825,17,0,3,Premium Specialists
U01099,1,0.0,0.0,1,8,0,4.79,35,0,2,Budget Learners
U01100,3,0.0,0.0,3,2,0,2.606666666666667,24,0,2,Budget Learners
U01101,1,0.0,0.0,1,8,0,2.01,33,1,0,Casual Learners
U01102,2,276.37,138.185,2,2,0,3.83,23,0,2,Budget Learners
U01103,4,394.26,98.565,4,1,0,2.9050000000000002,22,1,0,Casual Learners
U01104,1,0.78,0.78,1,7,0,3.89,29,1,0,Casual Learners
U01105,1,0.0,0.0,1,2,0,2.38,27,1,0,Casual Learners
U01106,1,327.99,327.99,1,10,1,1.51,31,1,3,Premium Specialists
